check_id,family,section,condition,result,evidence,owner,notes
SEC-017,SEC,Test application and artificial-intelligence security,"Test requests to call undeclared tools, change route, bypass approval, alter budgets, write files, contact networks, or publish content",PASS,junit:caos.tests.spec.test_injection_spec::test_web_discovery_instruction_cannot_reach_a_second_tool;junit:caos.tests.spec.test_injection_spec::test_a_document_cannot_talk_a_blocked_module_into_qa_passed;junit:caos.tests.spec.test_injection_spec::test_smuggled_envelope_fields_are_refused_not_ignored;junit:caos.tests.spec.test_runs_spec::test_replay_from_same_pinned_sources_and_build_is_equivalent_by_the_same_path;junit:caos.tests.spec.test_budget_spec::test_each_ceiling_refuses_the_next_operation_before_overspend;junit:caos.tests.spec.test_research_spec::test_resume_cannot_bypass_the_approval_gate;junit:caos.tests.spec.test_publication_spec::test_freeze_requires_a_current_opinion_and_refuses_a_stale_one,,"retained tests passed in the candidate junit [PERIMETER_LEDGER: Static route (invariant 10), two host tools only, budgets host-owned (invariant 8), publication analyst- and approver-gated.]"
SEC-018,SEC,Test application and artificial-intelligence security,Test many-shot context stuffing at exact token and evidence-block limits,PASS,junit:caos.tests.spec.test_evidence_spec::test_block_id_count_bounds_are_enforced;junit:caos.tests.spec.test_evidence_spec::test_module_delivers_at_most_the_canonical_reference_limit;junit:caos.tests.spec.test_evidence_spec::test_an_unbounded_read_loop_is_stopped_by_the_run_evidence_read_ceiling;junit:caos.tests.spec.test_limits_spec::test_manifest_block_ceiling_at_and_above_is_refused_before_provider_contact;junit:caos.tests.spec.test_budget_spec::test_manifest_exact_boundaries_are_allowed_inclusive;junit:caos.tests.spec.test_budget_spec::test_max_tokens_truncation_fails_module_immediately_without_consuming_repair,,retained tests passed in the candidate junit [PERIMETER_LEDGER: Ceilings are inclusive and asserted at the exact boundary.]
SEC-019,SEC,Test application and artificial-intelligence security,"Test poisoned documents that repeat false facts, cite each other, or imitate canonical handoffs",PASS,junit:caos.tests.spec.test_injection_spec::test_citation_to_an_undelivered_block_is_refused;junit:caos.tests.spec.test_injection_spec::test_a_forged_host_contract_inside_a_document_never_becomes_system_authority,,retained tests passed in the candidate junit [PERIMETER_LEDGER: The answer-keyed corpus packs carry the poisoned and imitation documents; their live-model cells are candidate evidence (Task 13).]
SEC-020,SEC,Test application and artificial-intelligence security,Require host validation to reject a model that follows any document instruction,PASS,junit:caos.tests.spec.test_injection_spec::test_every_forbidden_authority_key_the_document_names_is_refused;junit:caos.tests.spec.test_injection_spec::test_smuggled_envelope_fields_are_refused_not_ignored;junit:caos.tests.spec.test_injection_spec::test_citation_to_an_undelivered_block_is_refused,,retained tests passed in the candidate junit [PERIMETER_LEDGER: The provider double obeys every fixture; the assertion is the host's typed refusal (SPEC_RECONCILIATION anti-vacuity ledger).]
SEC-021,SEC,Test application and artificial-intelligence security,"Scan model output for system-prompt leakage, secrets, personal data, unsafe links, active content, and unexpected code",PASS,junit:caos.tests.spec.test_http_contracts_spec::test_family_models_reject_an_injected_unknown_top_level_key;junit:caos.tests.spec.test_injection_spec::test_forged_frontmatter_from_the_document_never_survives_canonicalization;junit:caos.tests.spec.test_observability_spec::test_registered_secrets_are_redacted_from_every_string_that_reaches_a_log_line;junit:caos.tests.spec.test_publication_spec::test_filed_download_is_audited_and_tampering_is_detected_on_download,,"retained tests passed in the candidate junit [PERIMETER_LEDGER: Output is a bounded canonical schema with citations only from delivered evidence; no link, script or code field exists on the wire.]"
SEC-022,SEC,Test application and artificial-intelligence security,Test model extraction probes with repeated similar queries and verify rate and audit signals,BLOCKED EXTERNAL,junit:caos.tests.spec.test_misc_spec::test_per_subject_rate_ceiling_refuses_and_is_not_shared_between_subjects;junit:caos.tests.spec.test_audit_chain_spec::test_governed_writes_extend_a_contiguous_per_case_hash_chain;artifact:soak/profile/profile.json,provider account owner (provider-side extraction signal),application-side signals retained: per-subject rate ceiling test passed and the soak drove readers at the 300/min ceiling with typed 429s; the provider-side signal needs the live provider account [PERIMETER_LEDGER: candidate-harness]
SEC-023,SEC,Test application and artificial-intelligence security,Prove model providers do not train on enterprise test data under the approved account policy,BLOCKED EXTERNAL,,"provider account owner / model risk (data-use policy, qualification record)","Needs the enterprise provider account, its data-use policy and the qualification record (Task 11 harness binds the identity; the policy is an external document)."
SEC-024,SEC,Test application and artificial-intelligence security,"Verify provider retention, regional routing, encryption, and account isolation settings before corpus use",BLOCKED EXTERNAL,junit:caos.tests.test_provider_identity::test_qualified_provider_identity_rechecks_expiry_without_reclassifying_host_controls,provider account owner (settings outside the tree),Provider settings are outside the tree; the pinned provider identity is what a reviewer verifies them against.
SEC-025,SEC,Test application and artificial-intelligence security,"Test egress allowlists so the application can reach only approved provider, identity, scanner, and update endpoints",BLOCKED EXTERNAL,junit:caos.tests.test_user_upload_only::test_tracked_product_sources_prohibit_external_filing_acquisition;junit:caos.tests.spec.test_injection_spec::test_web_discovery_instruction_cannot_reach_a_second_tool,enterprise network owner (egress allowlist proof),The application has no acquisition lane and no web tool (invariant 1); the network allowlist is deployment configuration outside the tree.
SEC-026,SEC,Test application and artificial-intelligence security,"Test lost, rotated, malformed, and over-privileged secrets",PASS,junit:caos.tests.test_config_and_vault::test_production_fails_closed_without_postgres_and_secrets;junit:caos.tests.test_config_and_vault::test_worker_runtime_rejects_missing_or_encoded_placeholder_password;junit:caos.tests.spec.test_observability_spec::test_configure_logging_registers_the_settings_secrets,,retained tests passed in the candidate junit [PERIMETER_LEDGER: Production refuses placeholder or short secrets at startup; a rotated edge secret is a restart with the new value; the worker holds the minimal secret set (Task]
SEC-027,SEC,Test application and artificial-intelligence security,"Verify logs, traces, crash reports, test artifacts, and continuous-integration output contain no corpus bytes or credentials unless explicitly approved",PASS,junit:caos.tests.spec.test_observability_spec::test_no_document_text_ever_reaches_a_log_line;junit:caos.tests.spec.test_observability_spec::test_an_output_validation_failure_never_logs_the_text_it_rejected;junit:caos.tests.spec.test_observability_spec::test_worker_failure_logs_the_exception_type_but_never_its_message;junit:caos.tests.test_recorded_review::test_planted_block_findings_are_reported_and_fail_the_review,,retained tests passed in the candidate junit [PERIMETER_LEDGER: Browser reports retain console error text only; traces are kept on failure and contain page snapshots of synthetic fixtures.]
SEC-028,SEC,Test application and artificial-intelligence security,Run an authorized API and upload penetration test against the enterprise image,BLOCKED EXTERNAL,,security (authorized penetration test on the frozen images),"Needs the authorization letter, the tester and the enterprise image at the frozen candidate (Task 13)."
SEC-029,SEC,Test application and artificial-intelligence security,Map artificial-intelligence findings to relevant MITRE ATLAS techniques and application findings to the adopted OWASP API and web categories,PASS,junit:caos.tests.test_perimeter_ledger::test_every_security_row_carries_a_framework_mapping;ledger:docs/PERIMETER_LEDGER.csv,,"every security row carries an OWASP API/Top 10, LLM Top 10 or MITRE ATLAS mapping; test_perimeter_ledger passed in the candidate junit [PERIMETER_LEDGER: structural]"
SEC-030,SEC,Test application and artificial-intelligence security,Retest every confirmed security defect with a permanent regression test,PASS,junit:caos.tests.test_perimeter_ledger::test_every_fixed_defect_names_a_regression_test_that_exists,,retained tests passed in the candidate junit [PERIMETER_LEDGER: D-001–D-012 each name a test or a reproduced gate.]
SIM-001,SIM,Run failure and concurrency simulations,Kill the process before provider call | No reservation or provider interaction,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_001_kill_before_any_provider_call_leaves_no_reservation_and_recovers_once;artifact:gates/sim-evidence.json,,"PASS; injected: process closed while the run is parked after the plan gate and before the first module; observed: status running, budget turns 0, inflight None, zero create_message calls, no artifact, gate checkpoint present"
SIM-002,SIM,Run failure and concurrency simulations,Kill after reservation but before provider call | Resume resolves the reservation without duplicate spend,PASS,junit:caos.tests.spec.test_budget_spec::test_unresolved_inflight_reservation_fails_closed_on_resume_without_respend;artifact:gates/sim-evidence.json,,PASS; injected: SimulatedCrash in the loop's before_create hook with the in-flight digest persisted; observed: in-flight digest persisted and never reconciled
SIM-003,SIM,Run failure and concurrency simulations,Kill during provider call | Resume never spends again when the prior request is unresolved,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_003_kill_during_the_provider_call_never_spends_again_on_resume;artifact:gates/sim-evidence.json,,PASS; injected: SimulatedCrash raised inside the provider call on the first module; observed: one in-flight digest with unknown spend; a sibling module in the same superstep may already have failed the run closed
SIM-004,SIM,Run failure and concurrency simulations,Kill after provider response but before artifact commit | One valid artifact after recovery,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_004_kill_after_the_response_before_the_artifact_commit_yields_one_artifact;artifact:gates/sim-evidence.json,,"PASS; injected: SimulatedCrash after reconcile_provider and before the artifact transaction; observed: no artifact for the lost module, reservation reconciled (spend known)"
SIM-005,SIM,Run failure and concurrency simulations,"Kill after artifact commit but before checkpoint write | Reuse-first recovery yields one artifact, one charge, and one terminal event",PASS,junit:caos.tests.spec.test_runs_spec::test_crash_between_store_commit_and_checkpoint_write_yields_one_artifact_one_charge;artifact:gates/sim-evidence.json,,PASS; injected: SimulatedCrash between the artifact commit and the checkpoint write for CP-0; observed: artifact committed with no checkpoint
SIM-006,SIM,Run failure and concurrency simulations,Kill during final validation | No successful run commits past validation or budget ceilings,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_006_kill_during_final_validation_never_commits_success_twice_or_past_the_ceiling;junit:caos.tests.spec.test_budget_spec::test_reconcile_commits_the_actual_usage_before_it_refuses_the_overage;artifact:gates/sim-evidence.json,,"PASS; injected: SimulatedCrash inside the metered final re-validation; observed: status running, no terminal event, checkpoint present, validation time charged"
SIM-007,SIM,Run failure and concurrency simulations,Kill during snapshot acceptance | Run and case accepted pointers remain atomic,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_rolls_back_snapshot_both_pointers_and_audit_as_one_unit;junit:caos.tests.test_postgres_races::test_snapshot_acceptance_race_moves_the_case_and_run_pointers_once;artifact:gates/sim-evidence.json,,PASS; injected: exception inside the acceptance transaction; concurrent acceptance on two PostgreSQL connections; observed: rollback leaves both pointers null and no audit row; the race moves both pointers once with SNAPSHOT_AUTHORITY_CHANGED f
SIM-008,SIM,Run failure and concurrency simulations,"Kill during model build or workbook render | One retryable failed or queued job, never a false ready file",PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_008_a_worker_killed_mid_build_leaves_one_retryable_job_that_a_restart_completes;junit:caos.tests.test_worker::test_a_crashing_pass_never_fails_a_row_that_was_repointed_under_it;junit:caos.tests.test_worker::test_a_crashing_export_pass_never_clobbers_an_export_published_under_it;artifact:gates/sim-evidence.json,,PASS (defect fixed: worker startup requeues BUILDING rows); injected: worker killed after claiming a build (row BUILDING with no executor); crashing pass after a re-point; crashing export pa; observed: before Task 12a the claimed row stayed BUILDING forever; now the next worker start requeues it (recover_builds) and a li
SIM-009,SIM,Run failure and concurrency simulations,"Kill during report render, freeze, or filing | No partial frozen or filed record",PASS,junit:caos.tests.spec.test_publication_spec::test_a_worker_crash_mid_render_is_recovered_by_requeue_on_the_next_start;junit:caos.tests.spec.test_deliverables_spec::test_freeze_retry_recovers_after_files_publish_but_before_record_commit;junit:caos.tests.spec.test_deliverables_spec::test_change_request_revision_conflict_rolls_back_frozen_and_thread_transition;artifact:gates/sim-evidence.json,,PASS; injected: worker dies after claiming a render; exports published but the record commit is lost; conflict inside the filing transac; observed: job RENDERING with no record; exports on disk with no record; frozen and thread transitions rolled back
SIM-010,SIM,Run failure and concurrency simulations,Database unavailable before a write | Typed failure and no partial filesystem mutation,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_010_database_unavailable_before_a_write_is_typed_and_leaves_no_partial_file;artifact:gates/sim-evidence.json,,"PASS (defect fixed: typed 503 handler); injected: sqlalchemy OperationalError (connection refused) raised before the source transaction; observed: before Task 12a a bare 500; now 503 {code: STORE_UNAVAILABLE} with no driver text on the wire, no temporary vault object"
SIM-011,SIM,Run failure and concurrency simulations,Database disconnect after write acknowledgement | Idempotent retry resolves the committed state,PASS,junit:caos.tests.test_postgres_races::test_disconnect_after_an_acknowledged_write_is_resolved_by_idempotent_retry;artifact:gates/sim-evidence.json,,"PASS; injected: every backend of the writing store terminated after the freeze request and after the acceptance committed; observed: the dropped connection surfaces once as a driver error, the pool recovers, the retry returns the same freeze job; the ac"
SIM-012,SIM,Run failure and concurrency simulations,"Serialization failure or deadlock | One winner or explicit retry, never divergent active state",PASS,junit:caos.tests.test_postgres_races::test_model_sign_off_race_has_one_revision_and_one_typed_conflict;junit:caos.tests.test_postgres_races::test_draft_save_race_conflict_carries_the_committed_head;junit:caos.tests.test_postgres_races::test_opinion_sign_off_race_leaves_one_head;junit:caos.tests.test_postgres_races::test_event_sequence_allocation_serializes_two_writers_on_one_run;junit:caos.tests.test_postgres_races::test_budget_reserve_race_has_one_reservation_and_one_typed_refusal;artifact:gates/sim-evidence.json,,"PASS (defect fixed: case advisory lock; run-row and budget-row locks); injected: both writers pass their pre-read before either commits; observed: before Task 12a: raw IntegrityError (revision number, freeze thread, frozen id, event seq), lost budget update, two opin"
SIM-013,SIM,Run failure and concurrency simulations,Two concurrent identical uploads | One active source identity and one source-set transition,PASS,junit:caos.tests.test_postgres_races::test_duplicate_upload_race_admits_one_active_source_and_one_set_version;junit:caos.tests.test_postgres_races::test_concurrent_identical_intake_packs_admit_one_pack;junit:caos.tests.test_postgres_races::test_concurrent_distinct_uploads_allocate_monotonic_source_set_versions;artifact:gates/sim-evidence.json,,"PASS; injected: identical bytes from two connections (source route and intake pack); observed: one active source, set version 1, one source.ingested audit row; the loser is the typed 'source content already active';"
SIM-014,SIM,Run failure and concurrency simulations,Upload and withdrawal interleave | A valid monotonic source-set history under both commit orders,PASS,junit:caos.tests.test_postgres_races::test_upload_and_withdrawal_interleave_yield_monotonic_history_under_both_orders;junit:caos.tests.test_postgres_races::test_duplicate_withdrawal_race_withdraws_once;artifact:gates/sim-evidence.json,,"PASS (defect fixed: conditional withdrawal update); injected: upload and withdrawal of a different source interleaved on two connections; duplicate withdrawal; observed: versions 1,2,3 with no gap or fork, final set holds exactly the live source; before Task 12a a duplicate withdrawal mint"
SIM-015,SIM,Run failure and concurrency simulations,Two workers claim one model job | One executor wins and one exits without mutation,PASS,junit:caos.tests.test_postgres_races::test_model_build_claim_race_has_one_executor;junit:caos.tests.test_postgres_races::test_freeze_claim_race_has_one_renderer;junit:caos.tests.test_worker::test_a_lost_claim_never_computes_and_never_touches_the_winner;artifact:gates/sim-evidence.json,,"PASS; injected: both executors read QUEUED and race the compare-and-swap; observed: one True and one False, the row BUILDING/RENDERING once; the loser computes nothing"
SIM-016,SIM,Run failure and concurrency simulations,Two analysts sign the same model base | One revision wins and one receives a conflict,PASS,junit:caos.tests.test_postgres_races::test_model_sign_off_race_has_one_revision_and_one_typed_conflict;junit:caos.tests.spec.test_model_builder_spec::test_two_concurrent_sign_offs_have_one_atomic_winner;artifact:gates/sim-evidence.json,,"PASS (defect fixed: case advisory lock); injected: both sign-offs read the same head; observed: before Task 12a the loser got a raw IntegrityError on the revision number; now ModelRevisionConflict naming the winner, "
SIM-017,SIM,Run failure and concurrency simulations,Two approvers file the same digest | One filed object and one filing event,PASS,junit:caos.tests.test_postgres_races::test_filing_race_files_once_with_one_receipt;junit:caos.tests.spec.test_publication_spec::test_concurrent_filers_yield_one_receipt_and_one_typed_loser;artifact:gates/sim-evidence.json,,"PASS; injected: two approvers race the FROZEN->FILED compare-and-swap; observed: one FILED record, one receipt naming the winner, one deliverable.filed audit row; the loser is None (RESUME_NOT_APPLIED "
SIM-018,SIM,Run failure and concurrency simulations,Source withdraws during evidence read | The read or subsequent validation fails closed,PASS,junit:caos.tests.spec.test_evidence_spec::test_read_of_source_withdrawn_after_pin_fails_closed;junit:caos.tests.spec.test_injection_spec::test_withdrawal_racing_the_injected_read_is_caught_live_inside_the_tool;junit:caos.tests.spec.test_runs_spec::test_withdrawing_pinned_source_mid_run_fails_the_run_closed;artifact:gates/sim-evidence.json,,PASS; injected: pinned source withdrawn while the run reads it; observed: typed refusal with no text returned; the run fails closed
SIM-019,SIM,Run failure and concurrency simulations,Source withdraws after run success but before acceptance | Acceptance refuses or revalidates according to the pinned-source rule,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_refuses_a_source_withdrawn_after_run_completion;junit:caos.tests.spec.test_runs_spec::test_withdrawal_in_the_last_pre_finalization_gap_fails_the_run;artifact:gates/sim-evidence.json,,PASS; injected: pinned source withdrawn between completion and acceptance; observed: acceptance refused; the last pre-finalization withdrawal fails the run
SIM-020,SIM,Run failure and concurrency simulations,Membership changes during freeze or filing | Commit-time authorization rejects stale authority,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_020_membership_revoked_between_authorization_and_commit_is_rejected_at_commit_time;junit:caos.tests.spec.test_simulations_spec::test_sim_020_membership_revoked_between_authorization_and_freeze_commit_is_rejected;junit:caos.tests.spec.test_deliverables_spec::test_downgraded_global_reader_loses_filing_authority_despite_case_standing;artifact:gates/sim-evidence.json,,"PASS (defect fixed: commit-time standing recheck under FOR SHARE); injected: approver (filing) or analyst (freeze) standing revoked after the route check and before the transaction commits; observed: before Task 12a the filing committed (200 FILED); now CASE_STANDING_REVOKED (403) inside the transaction, nothing filed,"
SIM-021,SIM,Run failure and concurrency simulations,Vault byte changes after upload | Digest verification blocks every derived use,PASS,junit:caos.tests.test_source_ingestion::test_existing_source_vault_corruption_is_never_reused_or_read;junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_corrupted_uploaded_source_bytes;junit:caos.tests.spec.test_deliverables_spec::test_gate_recomputes_stored_digest_and_refuses_tampered_frozen_content;artifact:gates/sim-evidence.json,,"PASS; injected: stored source bytes or frozen content changed under their recorded digest; observed: re-use, read, acceptance and filing refuse typed"
SIM-022,SIM,Run failure and concurrency simulations,"Checkpoint file is absent, truncated, locked, or corrupt | Startup refuses or recovers without inventing progress",PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_022_absent_checkpoint_recovers_from_domain_truth_without_re_executing_finished_modules;junit:caos.tests.spec.test_simulations_spec::test_sim_022_truncated_or_corrupt_checkpoint_refuses_startup_without_inventing_progress;junit:caos.tests.test_single_instance::test_checkpoint_lock_refuses_a_second_holder_and_releases_on_exit;junit:caos.tests.test_single_instance::test_a_second_dev_server_on_the_same_data_directory_fails_startup_and_never_serves;artifact:gates/sim-evidence.json,,"PASS; injected: checkpoints.db removed; truncated to 512 bytes; overwritten with random bytes; lock file held by a second process; observed: absent: recover() re-admits from domain truth, finished modules relinked (execution count 1) and only the unfinished one"
SIM-023,SIM,Run failure and concurrency simulations,Disk becomes full during vault or export write | No partial object is recorded as complete,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_023_disk_full_during_the_vault_write_leaves_no_source_and_no_partial_file;junit:caos.tests.spec.test_simulations_spec::test_sim_023_disk_full_during_the_export_write_finalizes_the_job_failed_with_no_frozen_record;artifact:gates/sim-evidence.json,,"PASS; injected: ENOSPC on the fsync of the temporary file; observed: vault: no file (temporary unlinked), no source row, no set, retry succeeds; export: job FAILED DELIVERABLE_RENDER_FAILED"
SIM-024,SIM,Run failure and concurrency simulations,"Provider returns timeout, disconnect, 429, 500, 401, 403, 422, redirect, malformed usage, or malformed output | Bounded retry policy and typed sanitized terminal outcome",PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_024_provider_failures_end_typed_sanitized_and_bounded;junit:caos.tests.spec.test_budget_spec::test_malformed_or_zero_usage_is_output_invalid_with_reservation_unresolved;junit:caos.tests.spec.test_budget_spec::test_max_tokens_truncation_fails_module_immediately_without_consuming_repair;junit:caos.tests.spec.test_budget_spec::test_timeout_retry_must_be_byte_identical_and_single;artifact:gates/sim-evidence.json,,PASS; injected: TimeoutError twice; ConnectionResetError; RuntimeError 429/500/307; PermissionError 401/403; ValueError 422; zero or mal; observed: timeout: one byte-identical retry then AGENT_PROVIDER_TIMEOUT; every other transport or status failure: CANONICAL_GENERA
SIM-025,SIM,Run failure and concurrency simulations,Server-Sent Event connection drops and reconnects | Missed events replay once and current state converges,PASS,junit:caos.tests.spec.test_http_contracts_spec::test_run_events_sse_tails_the_event_log_with_last_event_id_resume;junit:caos.tests.spec.test_misc_spec::test_concurrent_stream_slots_are_capped_and_always_returned;artifact:gates/sim-evidence.json,,PASS; injected: client reconnects with the last delivered id; slots exhausted and released; observed: resume delivers exactly the events after the cursor; a terminal tail closes; slots are always returned
SIM-026,SIM,Run failure and concurrency simulations,Browser receives an older response after case or run switch | Authority generation discards the stale response,PASS,artifact:gates/sim-evidence.json,,PASS; injected: a completion or failure from a previous authority generation arrives after a switch; observed: stale completions and failures are rejected by the reducer
SIM-027,SIM,Run failure and concurrency simulations,Wall clock moves backward or forward | Ordering and budget calculations remain valid through monotonic time,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_027_a_wall_clock_jump_never_reorders_events_or_charges_time_twice;junit:caos.tests.spec.test_state_spec::test_single_time_authority_survives_a_day_boundary;artifact:gates/sim-evidence.json,,"PASS; injected: wall-clock timestamps out of order across a whole run; observed: events ordered by seq not by clock, run succeeded once, active time charged from the monotonic clock and never negative"
SIM-028,SIM,Run failure and concurrency simulations,Enterprise identity provider or malware scanner is unavailable | Protected work fails closed with an actionable status,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_028_an_unreachable_malware_scanner_refuses_the_upload_with_an_actionable_status;junit:caos.tests.spec.test_misc_spec::test_client_role_header_cannot_escalate_in_production;junit:caos.tests.spec.test_misc_spec::test_edge_scrubs_every_identity_header_the_app_trusts;artifact:gates/sim-evidence.json,,"PASS; injected: scanner connection refused; identity headers absent or client-supplied; observed: upload refused 503 'malware scanner unavailable', no source row, nothing unscanned in the vault; production identity wit"
SIM-029,SIM,Run failure and concurrency simulations,LibreOffice hangs or exits nonzero | Export finalizes failed without a published digest,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_029_a_hanging_pdf_renderer_finalizes_the_freeze_failed_without_a_published_digest;junit:caos.tests.spec.test_publication_spec::test_a_rendering_failure_leaves_a_typed_failed_job_and_no_frozen_record;artifact:gates/sim-evidence.json,,"PASS; injected: renderer subprocess hangs past its timeout; renderer crashes; observed: job FAILED DELIVERABLE_RENDER_FAILED with deliverable_id None, no frozen record, no PDF in the vault, retry requeues and"
SIM-030,SIM,Run failure and concurrency simulations,Repeated restart loop during active work | Recovery remains idempotent and bounded,PASS,junit:caos.tests.spec.test_simulations_spec::test_sim_030_a_restart_loop_during_active_work_recovers_idempotently_and_bounded;artifact:gates/sim-evidence.json,,PASS; injected: one restart per module of the full FULL_CREDIT route; observed: after every restart no module count exceeds 1 and at most one terminal event exists
WEB-001,WEB,"Test browser, accessibility, and compatibility","Lint, type-check, unit-test, and build the static frontend from a clean dependency install",PASS,artifact:gates/frontend.txt;artifact:gates/frontend-unit.txt,,release gate ran against the candidate: 
WEB-002,WEB,"Test browser, accessibility, and compatibility","Run all six document-first pathway journeys in Chromium, Firefox, and WebKit versions approved for the enterprise test",PASS,artifact:gates/browser/browser-gates.txt;artifact:gates/browser/test-results/chromium/workbench-report.json;artifact:gates/browser/test-results/firefox/workbench-report.json;artifact:gates/browser/test-results/webkit/workbench-report.json,,"the six document-first journeys passed against the frozen app image in Chromium 151.0.7922.34, Firefox 153.0 and WebKit 26.5 with no console errors; which engine versions the enterprise test approves is the test owner's record [PERIMETER_LEDGER: retained-test]"
WEB-003,WEB,"Test browser, accessibility, and compatibility","Test direct navigation, refresh, back, forward, deep links, unknown routes, and expired case context",PASS,artifact:gates/browser/browser-gates.txt;artifact:gates/frontend-unit.txt,,"the smoke drives deep links, an unknown route, missing case/run authority and browser history with a dirty draft in all three engines; workspaceAuthority reducer tests are among the 123 unit tests retained [PERIMETER_LEDGER: retained-test]"
WEB-004,WEB,"Test browser, accessibility, and compatibility","Test loading, empty, unavailable, restricted, stale, failed, paused, succeeded, and partial-data states",PASS,artifact:gates/browser/a11y-rerun.txt;artifact:gates/browser/browser-gates.txt,,"a11y sweep asserts empty, populated, review, filed, loading, error and refusal states on screen before scanning; the smoke drives unavailable routes, the reader restriction, stale authority, failed/paused/succeeded runs and a controlled 503 [PERIMETER_LEDGER: retained-test]"
WEB-005,WEB,"Test browser, accessibility, and compatibility","Test Server-Sent Event reconnect, duplicate event, out-of-order response, and long-running stream behavior",PASS,junit:caos.tests.spec.test_http_contracts_spec::test_run_events_sse_tails_the_event_log_with_last_event_id_resume,,"retained tests passed in the candidate junit [PERIMETER_LEDGER: The frontend never reads event payloads; every event triggers a refetch, so duplicates and reordering are idempotent by construction.]"
WEB-006,WEB,"Test browser, accessibility, and compatibility","Test all forms with keyboard, screen reader, zoom at 200% and 400%, reduced motion, forced colors, and high contrast",OPEN,artifact:gates/browser/a11y-rerun.txt,"REV-010 accessibility reviewer (screen reader, 400% reflow, reduced motion, forced colors, high contrast)","automated half retained (axe at 200% zoom viewport, keyboard tab checks, 75 combinations 0 violations); the manual half is the outstanding REV-010 [PERIMETER_LEDGER: manual-checklist]"
WEB-007,WEB,"Test browser, accessibility, and compatibility",Run an automated Web Content Accessibility Guidelines 2.1 AA scan on every destination and major state,PASS,artifact:gates/browser/a11y-rerun.txt,,"axe WCAG 2.1 AA over 9 routes × 6 viewports plus the pending-plan, ready-model and ready-report fixtures and seven states: 75 combinations, 0 violations, on the candidate [PERIMETER_LEDGER: retained-test]"
WEB-008,WEB,"Test browser, accessibility, and compatibility","Manually test accessible names, focus order, focus restoration, landmarks, headings, tables, errors, status announcements, dialogs, and tabs",OPEN,artifact:gates/browser/a11y-rerun.txt;artifact:gates/browser/browser-gates.txt,REV-010 accessibility reviewer,"focus order, restoration, dialogs and tabs are asserted by the three-engine smoke; accessible names, landmarks, headings, tables, errors and status announcements need the manual screen-reader pass (REV-010) [PERIMETER_LEDGER: manual-checklist]"
WEB-009,WEB,"Test browser, accessibility, and compatibility",Prevent color-only status and preserve readable contrast in exported and browser content,PASS,artifact:gates/browser/a11y-rerun.txt;junit-module:caos.tests.spec.test_publication_goldens_spec,,axe colour-contrast rule over every combination (0 violations); the cross-format goldens pin the exported content [PERIMETER_LEDGER: retained-test]
WEB-010,WEB,"Test browser, accessibility, and compatibility","Test dense tables with horizontal scroll, sticky labels, long values, nulls, large numbers, and narrow screens",OPEN,artifact:gates/browser/a11y-rerun.txt,"REV-010 accessibility reviewer / decision owner (dense-table fixture with long values, nulls and large numbers on narrow screens)","page-horizontal-scroll is asserted at 720 px and the ready-model worksheet fixture is scanned; sticky labels, long values, nulls and large numbers are not asserted by a retained artifact [PERIMETER_LEDGER: retained-test]"
WEB-011,WEB,"Test browser, accessibility, and compatibility","Test download names, media types, content disposition, cache behavior, and digest display",PASS,junit:caos.tests.spec.test_publication_spec::test_filed_download_is_audited_and_tampering_is_detected_on_download;junit:caos.tests.spec.test_model_builder_spec::test_http_revision_download_serves_the_verified_export;junit:caos.tests.spec.test_model_builder_spec::test_model_reads_are_case_scoped_and_downloads_are_verified,,retained tests passed in the candidate junit [PERIMETER_LEDGER: Known gap (CLAUDE.md): the deliverable export serves application/octet-stream for every format. The download behaviour (server Content-Disposition with the nati]
WEB-012,WEB,"Test browser, accessibility, and compatibility",Test browser preview content as untrusted text and prevent script execution,PASS,junit:caos.tests.spec.test_http_contracts_spec::test_every_response_carries_the_browser_hardening_headers,,retained tests passed in the candidate junit [PERIMETER_LEDGER: CSP script-src 'self' 'unsafe-inline' is recorded in api/__init__.py; no HTML from documents ever reaches the DOM.]
WEB-013,WEB,"Test browser, accessibility, and compatibility",Test session expiry and permission changes without losing unsaved local work,BLOCKED EXTERNAL,artifact:gates/browser/browser-gates.txt,enterprise identity owner (session expiry at the oauth2-proxy edge),"application half retained: the reader gate with /api/me aborted falls to the read-only floor and dirty-draft guards hold on navigation, history and unload; a real session expiry needs the identity edge [PERIMETER_LEDGER: retained-test]"
